id_transaccion,customer_id,monto,fecha,region,id_tienda,edad,preferencias,geolocalizacion,ingresos,puntos_lealtad,gastos_mensuales,segmento_cliente
9931,282,0.7033330773676488,2024-08-23,norte,47,66,Tecnologia,San Noelia los bajos,0.31666852119728495,0.31756689046998693,0.7340702610692971,Regular
9930,635,0.701900343128736,2024-09-10,centro,13,24,Moda,Nueva Uganda,0.9332480249248916,0.3325984567591943,0.20750189700785465,Premium Joven
9929,824,0.5990203250225317,2025-07-11,mexico,29,69,Deportes,Vieja Swazilandia,0.5182040725492378,0.3925243010321675,0.02260002871147023,Regular
9928,170,0.7324404172510093,2025-12-05,mexico,16,24,Moda,Nueva Tayikistán,0.6789584956047624,0.0323679727427598,0.9688275466048686,Premium Joven
9927,981,0.8099980196339152,2026-03-28,sur,31,52,Moda,Nueva Australia,0.7522643818849449,0.7159033971339813,0.808289411619942,Regular
9926,453,0.4060882111636065,2025-04-29,sur,36,57,Moda,San Carolina de la Montaña,0.5697006787582063,0.8107024751979156,0.037037796599741594,Regular
9925,495,0.6666174943114994,2024-06-10,mexico,14,39,Tecnologia,San Cecilia los altos,0.32105263157894737,0.24381200521094298,0.40616476282274766,Regular
9924,967,0.21022798459356015,2025-09-07,sur,15,18,Moda,Vieja Niger,0.7553799933236898,0.5212947189097104,0.21808412460778082,Premium Joven
9923,1272,0.7140492828245678,2025-11-24,norte,38,23,Moda,San Olga de la Montaña,0.7712028485590297,0.8585028559975949,0.9753696601792415,Premium Joven
9922,488,0.3301007561765193,2024-06-14,norte,4,19,Moda,San Enrique de la Montaña,0.4385668187381774,0.6194007415572702,0.09482988453887327,Premium Joven
9921,436,0.15229621426752724,2025-06-18,mexico,24,36,Deportes,Nueva Albania,0.42353399354623344,0.6725122757791362,0.5212567420684563,Regular
9920,574,0.41615574568866215,2025-09-12,mexico,7,34,Tecnologia,Vieja Sri Lanka,0.5878713697563147,0.348431706583826,0.22866635220770698,Regular
9919,758,0.4200558544067187,2025-02-08,mexico,42,57,Hogar,San Andrea los bajos,0.1615889618337599,0.8357550856799278,0.5181394967289431,Regular
9918,679,0.09906680300207331,2026-03-23,centro,40,38,Tecnologia,San Claudia de la Montaña,0.09699566039835317,0.7247219160236497,0.07058920038555402,Regular
9917,1812,0.26671287520864567,2026-04-14,mexico,18,44,Hogar,San Salvador de la Montaña,0.9378991877155891,0.30343721815813207,0.8564426488382108,Regular
9916,813,0.32069603805536134,2025-01-02,mexico,31,49,Moda,San Ángel de la Montaña,0.6886391454322911,0.44693857099909806,0.9623469576095649,Regular
9915,26,0.7080657481540159,2024-12-12,mexico,19,40,Moda,Nueva Omán,0.2459663959051964,0.9104118649163242,0.13697422120136993,Regular
9914,1167,0.3216437846816662,2025-06-27,sur,9,63,Hogar,San Enrique los bajos,0.9070880160231445,0.8482813909209339,0.8353397182174278,Regular
9913,731,0.468243415282768,2026-03-17,centro,9,18,Tecnologia,San Javier los altos,0.8168576833203516,0.6615893376089789,0.24665203748897685,Premium Joven
9912,127,0.014693103880305055,2026-03-18,mexico,48,21,Tecnologia,Vieja Grecia,0.2928897296094358,0.9187293315963523,0.8997969688890711,Regular
9911,804,0.4384267810159682,2024-08-17,mexico,17,34,Moda,Nueva India,0.2951040391676867,0.011223569495941476,0.890670822993786,Regular
9910,1216,0.6704206055070343,2025-09-19,mexico,2,38,Hogar,San Laura de la Montaña,0.9837988205185269,0.3691752680629321,0.4551793441479871,Regular
9909,284,0.009228910111587564,2024-11-30,sur,22,47,Tecnologia,Vieja Swazilandia,0.36050962501390893,0.5439422787854494,0.526465823096327,Regular
9908,1023,0.30576246115047145,2024-06-23,mexico,48,30,Hogar,San Pamela de la Montaña,0.9314009124290641,0.20342719711393928,0.10176165378068537,Regular
9907,631,0.6382598644459623,2025-11-13,norte,30,66,Moda,San Elsa de la Montaña,0.6768220763324803,0.5762100410862812,0.11197473390619551,Regular
9906,527,0.03760472701259755,2026-05-30,norte,39,34,Deportes,Nueva Sri Lanka,0.9367864693446089,0.7605972542338911,0.2924673407026107,Regular
9905,1543,0.5248111579483408,2026-02-03,centro,49,23,Hogar,Vieja Zambia,0.28686992322243243,0.4750977051808798,0.25171756116568567,Premium Joven
9904,1537,0.9635026613695241,2025-11-17,mexico,1,50,Tecnologia,San Jaime los altos,0.84180482919773,0.9143200721515181,0.8288796374151473,Regular
9903,666,0.6776307546811408,2026-03-01,centro,23,22,Hogar,Nueva Rwanda,0.10577500834538778,0.49233390119250425,0.8236295400012305,Premium Joven
9902,1598,0.14529218482877915,2025-02-10,centro,25,40,Deportes,Vieja Singapur,0.4072771781462112,0.2852991281691552,0.7015237587416172,Regular
9901,495,0.5212384158687947,2024-06-24,mexico,19,39,Tecnologia,San Cecilia los altos,0.32105263157894737,0.24381200521094298,0.40616476282274766,Regular
9900,201,0.8078681157018781,2025-03-10,mexico,37,70,Hogar,San Sonia los bajos,0.002503616334705694,0.3471289708387614,0.6153893480445437,Regular
9899,131,0.8322326808902756,2026-05-31,norte,7,66,Tecnologia,San María Teresa de la Montaña,0.642094135974185,0.1796773223769917,0.21351079756362668,Regular
9898,1696,0.584826354226869,2024-12-12,mexico,28,67,Tecnologia,Vieja Chad,0.7453544008011572,0.9542038280388816,0.5433440659543487,Regular
9897,481,0.6736558770394739,2025-12-08,sur,47,57,Hogar,Nueva Italia,0.07509736285746077,0.7219160236496642,0.09597834334816759,Regular
9896,1567,0.6765455948979303,2024-08-31,mexico,30,18,Tecnologia,Nueva Colombia,0.7862801824858129,0.2108427698166149,0.7418223580320337,Premium Joven
9895,1926,0.09177582255919879,2026-05-09,mexico,42,37,Hogar,Vieja Filipinas,0.855991988427729,0.9522998296422487,0.23139394187978096,Regular
9894,1737,0.0569193586847136,2024-08-02,sur,33,40,Hogar,San Guillermina los altos,0.3079893179036386,0.7991782743761899,0.11884497856893829,Regular
9893,1921,0.2284998928985689,2025-01-19,sur,7,61,Tecnologia,Nueva Angola,0.3559697340603093,0.3945285098707285,0.9384138963515923,Regular
9892,501,0.7873632435971532,2025-11-25,mexico,7,56,Deportes,Nueva República de Macedonia del Norte,0.03164571047067988,0.2292814911313759,0.35073111708127397,Regular
9891,1492,0.6416891310234452,2025-11-23,sur,49,70,Moda,San Jonás los altos,0.42256592856348063,0.9485920432909108,0.3614569020323619,Regular
9890,1229,0.37606545716144835,2025-09-14,centro,29,32,Moda,Vieja Bahamas,0.514409702904195,0.31385910411864915,0.9528926806259099,Regular
9889,277,0.19045059390774727,2024-07-05,mexico,44,23,Moda,San Teresa de la Montaña,0.7038500055635919,0.649664295019541,0.8155903283361702,Regular
9888,1718,0.38573893925125996,2024-10-21,centro,42,20,Moda,Vieja Italia,0.5835317681094915,0.5910411864916324,0.6588051926744733,Premium Joven
9887,1567,0.2057277037049012,2025-08-01,mexico,10,18,Tecnologia,Nueva Colombia,0.7862801824858129,0.2108427698166149,0.7418223580320337,Premium Joven
9886,1822,0.45819002622974675,2024-12-18,mexico,1,41,Hogar,San Clara los bajos,0.34894848113942356,0.20302635534622707,0.37987325936711713,Regular
9885,1927,0.6628325701514374,2026-01-05,norte,36,63,Tecnologia,Vieja Kiribati,0.5048403249137643,0.9424792063332998,0.38713315969729906,Regular
9884,660,0.44989067570899127,2024-10-28,norte,45,28,Hogar,Vieja Chipre,0.07256036497162568,0.49323579516985666,0.32191710588380057,Premium Joven
9883,649,0.8173172910208585,2025-09-18,mexico,20,32,Moda,Nueva Angola,0.3639813063313675,0.7736246116845374,0.8755152683497056,Regular
9882,1809,0.061597468364662185,2024-10-29,mexico,44,64,Hogar,San Angélica los bajos,0.8695226438188495,0.45976550756588835,0.41241976169479705,Regular
9881,890,0.2237934922745515,2025-08-18,mexico,31,52,Moda,San Aurelio los altos,0.42557026816512744,0.6133881150415873,0.7001702180020918,Regular
9880,204,0.8504237579265163,2024-07-29,centro,6,25,Moda,Vieja República Árabe Siria,0.9630132413486145,0.5545645856298226,0.9309489140911793,Premium Joven
9879,1082,0.927908612167531,2025-07-16,mexico,19,45,Deportes,Nueva Comoras,0.5862245465672639,0.8411664495440424,0.2084452738869178,Regular
9878,197,0.27756245225903187,2026-03-20,sur,23,18,Tecnologia,San Martha los altos,0.20067875820629796,0.18999899789558072,0.8383954389778716,Premium Joven
9877,278,0.41314478092705376,2025-12-19,mexico,24,64,Moda,San Fernando los bajos,0.576043173472794,0.5108728329491933,0.4975082545476918,Regular
9876,1406,0.14771914367353864,2024-08-23,mexico,20,19,Hogar,Vieja Azerbaiyán,0.5021809280071214,0.48211243611584326,0.4464428539201411,Regular
9875,279,0.8082076070307037,2025-04-10,norte,14,53,Hogar,San Wendolin los bajos,0.43190163569600537,0.9999999999999999,0.04198027111831176,Regular
9874,999,0.7870075860145739,2026-03-07,mexico,9,70,Deportes,San Elvira de la Montaña,0.23351507733392676,0.8055917426595851,0.6163122167305838,Regular
9873,1115,0.8649693447413197,2025-03-16,sur,27,42,Hogar,San Hernán los bajos,0.4358295315455658,0.005912416073754885,0.9663050388630257,Regular
9872,869,0.9254291129980721,2024-12-04,mexico,21,46,Deportes,Nueva Comoras,0.8983976855457882,0.6754183785950496,0.2801419166957199,Regular
9871,137,0.8380747608404835,2025-03-05,mexico,2,61,Tecnologia,San Juan Carlos de la Montaña,0.6506398130633136,0.5189898787453653,0.8227887040872828,Regular
9870,1809,0.7303509289533563,2025-09-04,sur,29,64,Hogar,San Angélica los bajos,0.8695226438188495,0.45976550756588835,0.41241976169479705,Regular
9869,1288,0.6616059556478828,2025-03-21,mexico,32,60,Tecnologia,Vieja Albania,0.5877934794703461,0.4853191702575408,0.995836836816308,Regular
9868,1463,0.21681371221643378,2025-07-19,mexico,42,62,Deportes,San Eugenio los altos,0.3439301212863024,0.16654975448441728,0.44139783843645536,Regular
9867,550,0.7339741905758823,2025-12-20,mexico,7,64,Tecnologia,Nueva Namibia,0.9216534994992767,0.25132778835554664,0.520477430733578,Regular
9866,1579,0.5126298857450016,2025-06-02,sur,28,52,Deportes,Nueva Líbano,0.7176032046289084,0.09069044994488426,0.7308914911507146,Regular
9865,1908,0.3034567492088639,2024-07-26,mexico,44,36,Moda,San Martha los altos,0.2033047735618115,0.034472392023248824,0.07464982260413035,Regular
9864,1747,0.532916513424053,2026-02-13,mexico,29,33,Hogar,Nueva Guyana,0.011538889507065761,0.24150716504659786,0.029839420848629027,Regular
9863,50,0.775778102000978,2025-04-24,mexico,3,57,Moda,Vieja Kazajstán,0.001557805719372432,0.4961418979857701,0.5863907631098623,Regular
9862,1281,0.10575559049262616,2025-07-29,sur,5,50,Deportes,San Felix los bajos,0.9832313341493268,0.4190800681431005,0.4023502389204487,Regular
9861,211,0.08604488560354687,2024-09-15,sur,40,34,Deportes,San Gustavo de la Montaña,0.4742516968955157,0.7716204028459765,0.2297737946309551,Regular
9860,1012,0.16555456312720013,2025-02-14,mexico,37,40,Deportes,Nueva Fiji,0.1762434627795705,0.45996592844974443,0.30659748569553535,Regular
9859,1052,0.7731591688928945,2026-03-24,centro,25,19,Moda,Nueva Bélgica,0.05779459218871705,0.6570798677222166,0.8714956625171756,Premium Joven
9858,893,0.6486062668482676,2025-11-02,centro,19,68,Moda,Nueva Botswana,0.35073995771670186,0.46036677021745664,0.4179774820040606,Regular
9857,728,0.9722708332491341,2024-12-12,norte,31,18,Moda,San Ernesto los altos,0.06193390452876377,0.9943882152520293,0.5683230450565,Premium Joven
9856,124,0.8986072772391271,2025-01-21,mexico,4,53,Tecnologia,Vieja Pakistán,0.05771670190274841,0.4719911814811103,0.5401037714566969,Regular
9855,1780,0.888424558156077,2024-12-12,mexico,22,46,Deportes,Nueva Estados Unidos de América,0.950784466451541,0.6376390419881751,0.9080617706773856,Regular
9854,1675,0.1913740911534218,2026-05-14,sur,14,66,Deportes,Vieja Chile,0.42894180482919775,0.6431506162942178,0.6082114804864542,Regular
9853,866,0.5127935690642569,2024-09-29,centro,5,47,Moda,San Leonel de la Montaña,0.7619784132636029,0.368974847179076,0.31254486167223805,Regular
9852,103,0.3048268392144817,2024-12-03,mexico,23,50,Moda,Vieja Turkmenistán,0.054156003115611445,0.10081170457961719,0.5659851110518651,Regular
9851,978,0.12904712058812828,2025-03-17,norte,43,51,Hogar,Nueva Georgia,0.20213641927228218,0.19330594247920632,0.8882508562170587,Regular
9850,761,0.9478961641521406,2025-11-10,mexico,32,64,Moda,San Paola los bajos,0.818304217202626,0.040885860306643956,0.3976538627181559,Regular
9849,1390,0.48257277845361696,2024-06-30,mexico,48,50,Moda,Nueva Liechtenstein,0.6284410815622566,0.9931856899488927,0.1609072824593425,Regular
9848,333,0.8303978110892418,2025-01-12,centro,42,57,Tecnologia,San Jaime los bajos,0.10890174696784244,0.8820523098506864,0.7626381739504932,Regular
9847,312,0.2984512728904049,2025-07-16,mexico,37,43,Moda,Nueva República Árabe Siria,0.8939690664292868,0.5446437518789458,0.6613892249953855,Regular
9846,1795,0.7008394327261558,2026-05-26,sur,32,48,Moda,San Aldo los bajos,0.9421831534438634,0.4829141196512676,0.674206845634831,Regular
9845,1260,0.927819697771886,2026-04-03,sur,33,35,Moda,Vieja Argelia,0.17932569266718593,0.8570999098106022,0.8565246816103033,Regular
9844,676,0.764253583856379,2025-02-20,norte,17,70,Hogar,San Anel los bajos,0.7688661399799711,0.11654474396232087,0.8835134636287196,Regular
9843,717,0.672546467875633,2024-11-03,mexico,39,24,Tecnologia,Vieja Mali,0.18178480026705243,0.7311353843070447,0.0877750661389225,Premium Joven
9842,1718,0.73157956423863,2024-08-19,norte,18,20,Moda,Vieja Italia,0.5835317681094915,0.5910411864916324,0.6588051926744733,Premium Joven
9841,1621,0.8413746973879375,2024-07-29,mexico,37,69,Tecnologia,Nueva Noruega,0.3460554133748748,0.5858302435113738,0.17468878817087424,Regular
9840,1881,0.23917568272110382,2026-05-14,centro,27,40,Tecnologia,San Antonia los altos,0.837965950817848,0.9389718408658182,0.8854617419659153,Regular
9839,382,0.5293356882176301,2024-12-27,mexico,20,66,Moda,Vieja Tailandia,0.4697006787582063,0.8325483515382303,0.6884805479789176,Regular
9838,316,0.12226739792021146,2025-09-12,centro,31,33,Tecnologia,San Helena los bajos,0.41487704462000674,0.1096302234692855,0.8535920100079981,Regular
9837,91,0.8286235647397838,2025-05-02,mexico,10,63,Deportes,San Ruby los bajos,0.8501390897963725,0.38540935965527606,0.01663214454174442,Regular
9836,1352,0.009732084759668429,2025-06-28,centro,28,26,Deportes,San Patricia los bajos,0.8274507622120841,0.29301533219761494,0.2007957178892968,Regular
9835,1596,0.6855320112032138,2024-12-15,sur,13,25,Tecnologia,San David los altos,0.24871481028151773,0.5084677823429201,0.7215807715182214,Premium Joven
9834,322,0.27793629687708393,2024-08-20,norte,44,48,Hogar,Nueva Bhután,0.06676310225881829,0.07906603868123059,0.27790652365620067,Regular
9833,1461,0.5030736089949035,2024-12-03,sur,13,69,Deportes,Vieja Mauritania,0.2703349282296651,0.9593145605772121,0.2946822255491069,Regular
9832,965,0.17679010948595353,2025-07-17,mexico,44,44,Moda,San Abigail de la Montaña,0.28376543896739737,0.21234592644553563,0.118250240971268,Regular
9831,201,0.1447182828205263,2024-10-28,centro,44,70,Hogar,San Sonia los bajos,0.002503616334705694,0.3471289708387614,0.6153893480445437,Regular
9830,766,0.4966313568740932,2025-08-10,sur,32,49,Hogar,San Ana Luisa los bajos,0.8919995549126516,0.842268764405251,0.0471893521461824,Regular
9829,1107,0.012173189076462339,2025-10-14,norte,28,40,Moda,San José Eduardo los altos,0.025158562367864706,0.9418779436817316,0.2644736572260618,Regular
9828,69,0.46681876417073176,2025-01-30,mexico,38,36,Moda,San Miriam los altos,0.7703683097807945,0.27327387513778933,0.7876376612456676,Regular
9827,167,0.09459885462092153,2025-08-30,centro,6,33,Deportes,Nueva Italia,0.6789584956047624,0.016935564685840267,0.3533356575952093,Regular
9826,777,0.539950854588589,2024-09-14,centro,45,35,Hogar,San Araceli de la Montaña,0.5125514632246578,0.9587132979256439,0.02071327495334386,Regular
9825,1368,0.90213758290257,2026-02-01,mexico,31,45,Tecnologia,San Elvira de la Montaña,0.8155891843774341,0.17216153923238803,0.006583129960419185,Regular
9824,126,0.7973661131071944,2025-07-20,sur,17,44,Hogar,Vieja República Dominicana,0.4962278847223768,0.4066539733440224,0.5543774738007834,Regular
9823,936,0.576852349562905,2026-03-29,mexico,6,65,Tecnologia,San Alma los bajos,0.8650940247023479,0.6176971640444934,0.7194479194438177,Regular
9822,975,0.43873393983728665,2026-05-05,mexico,19,35,Hogar,San María de la Montaña,0.5763547346166685,0.391522196612887,0.49199155062447447,Regular
9821,1668,0.9022669129325988,2026-03-30,mexico,18,32,Deportes,San Irene los bajos,0.9578279737398465,0.01272672612486221,0.12710978035725273,Regular
9820,1085,0.06159544758294299,2025-10-08,mexico,39,57,Hogar,Nueva Lituania,0.1587849115388895,0.8840565186892474,0.3792785217694469,Regular
9819,361,0.1684665095845677,2025-01-19,mexico,32,43,Tecnologia,San Pedro de la Montaña,0.7173584065872928,0.9594147710191402,0.11090830786899365,Regular
9818,283,0.3371472220313706,2025-11-14,centro,9,24,Tecnologia,San Clara los bajos,0.5548681428730389,0.1604369175268063,0.11794261807592134,Premium Joven
